SourceSet,機能,画面/API,ケースID,テストケース名,前提条件,入力,手順,期待結果,観点,元観点区分,種別,優先度,リリースゲート,自動化,実装参照,確認証跡,備考,実行状況,実行結果,担当,証跡リンク,MVP最小実施,実施順,有効_実行状況,有効_実行結果,実施方式,実施環境,自動化対象,前提データ,実行備考
exhaustive,管理API｜team-merge,POST /api/admin/teams/merge,TC-MVP-ADM-MRG-422S,source と target が同一なら拒否,管理者ログイン済み,source_team_id = target_team_id,POST,422/409。参照更新なし、ログも増えない。,入力検証,統合同一ID,異常系,P0,MVP必須,可,MVP和歌山システム開発設計書,HTTP / DB,誤操作で自己統合させない。,,,,,,,"=IF($W233=""対象"",IFERROR(IF(xlookup($D233,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D233,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S233),$S233),$S233)","=IF($W233=""対象"",IFERROR(IF(xlookup($D233,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D233,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T233),$T233),$T233)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-200CDB,cancel day_before_17 フラグ,管理者。locked/confirmed,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,200 ok、weather_day_before_rain_scheduled true,正常,正常,正常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,対象,6-06,"=IF($W234=""対象"",IFERROR(IF(xlookup($D234,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D234,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S234),$S234),$S234)","=IF($W234=""対象"",IFERROR(IF(xlookup($D234,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D234,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T234),$T234),$T234)",local-integration,local,partial,同上,
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-200CIM,cancel immediate 正常,管理者。delivery immediate,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,200 ok、status cancelled_weather 等へ更新,正常,正常,正常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,対象,6-05,"=IF($W235=""対象"",IFERROR(IF(xlookup($D235,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D235,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S235),$S235),$S235)","=IF($W235=""対象"",IFERROR(IF(xlookup($D235,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D235,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T235),$T235),$T235)",local-integration,local,partial,同上,
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-200GO,go 正常,管理者。許容 status,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,200 ok true、event_days / weather_decisions 更新,正常,正常,正常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,対象,6-04,"=IF($W236=""対象"",IFERROR(IF(xlookup($D236,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D236,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S236),$S236),$S236)","=IF($W236=""対象"",IFERROR(IF(xlookup($D236,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D236,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T236),$T236),$T236)",local-integration,local,partial,開催日・admin,
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-200IM0,即時メール分岐0件,管理者。active 予約なし,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,200 immediateNotice に active 0 の hint,正常,正常,正常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W237=""対象"",IFERROR(IF(xlookup($D237,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D237,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S237),$S237),$S237)","=IF($W237=""対象"",IFERROR(IF(xlookup($D237,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D237,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T237),$T237),$T237)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-200IMQ,即時メール分岐取得失敗,管理者。DB障害シミュレーション,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,200 immediateNotice に reservationLoadError,正常,正常,正常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W238=""対象"",IFERROR(IF(xlookup($D238,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D238,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S238),$S238),$S238)","=IF($W238=""対象"",IFERROR(IF(xlookup($D238,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D238,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T238),$T238),$T238)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-400A,id 欠落,管理者。パス上のidが空になる呼び出しはフレームワーク依存・不正ルートで代替検証,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,400 id が必要です,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W239=""対象"",IFERROR(IF(xlookup($D239,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D239,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S239),$S239),$S239)","=IF($W239=""対象"",IFERROR(IF(xlookup($D239,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D239,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T239),$T239),$T239)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-400J,JSON 壊れ,管理者。body 不正,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,400 Invalid JSON,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W240=""対象"",IFERROR(IF(xlookup($D240,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D240,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S240),$S240),$S240)","=IF($W240=""対象"",IFERROR(IF(xlookup($D240,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D240,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T240),$T240),$T240)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-401,未認証,管理者。セッションなし,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,401 Unauthorized,セキュリティ,セキュリティ,権限,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W241=""対象"",IFERROR(IF(xlookup($D241,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D241,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S241),$S241),$S241)","=IF($W241=""対象"",IFERROR(IF(xlookup($D241,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D241,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T241),$T241),$T241)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-404,開催日なし,管理者。存在しない UUID,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,404 開催日が見つかりません,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W242=""対象"",IFERROR(IF(xlookup($D242,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D242,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S242),$S242),$S242)","=IF($W242=""対象"",IFERROR(IF(xlookup($D242,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D242,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T242),$T242),$T242)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-409DB17A,前日17予約+最終通知済,管理者。final_day_before_notice_completed_at あり,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,409 最終通知が完了しているため、前日一括での雨天中止予約はできません,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W243=""対象"",IFERROR(IF(xlookup($D243,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D243,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S243),$S243),$S243)","=IF($W243=""対象"",IFERROR(IF(xlookup($D243,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D243,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T243),$T243),$T243)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-409DB17B,前日17予約+状態不適合,管理者。status=open のみ等,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,409 前日一括での雨天中止予約は、確定または締切済の開催日のみ設定できます,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W244=""対象"",IFERROR(IF(xlookup($D244,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D244,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S244),$S244),$S244)","=IF($W244=""対象"",IFERROR(IF(xlookup($D244,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D244,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T244),$T244),$T244)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-409MIN,最少中止,管理者。cancelled_minimum,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,409 最少催行中止の開催日には雨天判断,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W245=""対象"",IFERROR(IF(xlookup($D245,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D245,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S245),$S245),$S245)","=IF($W245=""対象"",IFERROR(IF(xlookup($D245,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D245,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T245),$T245),$T245)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-409OP,運営中止,管理者。cancelled_operational,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,409 運営都合中止の開催日には雨天判断,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W246=""対象"",IFERROR(IF(xlookup($D246,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D246,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S246),$S246),$S246)","=IF($W246=""対象"",IFERROR(IF(xlookup($D246,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D246,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T246),$T246),$T246)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-409WD2,雨天二重 cancel,管理者。cancelled_weather & decision cancel,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,409 すでに雨天中止として登録されています,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W247=""対象"",IFERROR(IF(xlookup($D247,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D247,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S247),$S247),$S247)","=IF($W247=""対象"",IFERROR(IF(xlookup($D247,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D247,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T247),$T247),$T247)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-409WDG,雨天後 go ただし確定経由,管理者。status_before_weather_cancel=confirmed,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,409 編成確定後に雨天中止したため取り消せません,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W248=""対象"",IFERROR(IF(xlookup($D248,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D248,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S248),$S248),$S248)","=IF($W248=""対象"",IFERROR(IF(xlookup($D248,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D248,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T248),$T248),$T248)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-422D,decision 不正,管理者。decision 省略または foo,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,422 decision は go または cancel,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W249=""対象"",IFERROR(IF(xlookup($D249,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D249,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S249),$S249),$S249)","=IF($W249=""対象"",IFERROR(IF(xlookup($D249,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D249,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T249),$T249),$T249)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-422DR,draft,管理者。status=draft,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,422 公開前の開催日には雨天判断を登録できません,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W250=""対象"",IFERROR(IF(xlookup($D250,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D250,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S250),$S250),$S250)","=IF($W250=""対象"",IFERROR(IF(xlookup($D250,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D250,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T250),$T250),$T250)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-422I1,即時メール+go,管理者。sendImmediate true & decision go,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,422 sendImmediateCancelNotice は cancel と併用,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W251=""対象"",IFERROR(IF(xlookup($D251,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D251,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S251),$S251),$S251)","=IF($W251=""対象"",IFERROR(IF(xlookup($D251,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D251,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T251),$T251),$T251)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-422I2,day_before_17+go,管理者。delivery day_before_17 & go,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,422 delivery が day_before_17 のときは cancel,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W252=""対象"",IFERROR(IF(xlookup($D252,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D252,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S252),$S252),$S252)","=IF($W252=""対象"",IFERROR(IF(xlookup($D252,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D252,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T252),$T252),$T252)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-422I3,day_before_17+即時同時,管理者。両方 true,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,422 前日一括送信予約と即時メールは同時に指定できません,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W253=""対象"",IFERROR(IF(xlookup($D253,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D253,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S253),$S253),$S253)","=IF($W253=""対象"",IFERROR(IF(xlookup($D253,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D253,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T253),$T253),$T253)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-500INS,weather_decisions insert 失敗,管理者。DB制約違反等（環境依存）,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,500 insErr,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W254=""対象"",IFERROR(IF(xlookup($D254,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D254,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S254),$S254),$S254)","=IF($W254=""対象"",IFERROR(IF(xlookup($D254,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D254,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T254),$T254),$T254)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜weather-decision,POST /api/admin/event-days/{id}/weather-decision,TC-EX-WX-500UPD,event_days update 失敗,管理者。DB障害シミュレーション,手順参照,JSON ボディはケースごとに route.ts と同条件で組み立てる,500 upErr,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/event-days/[id]/weather-decision/route.ts,HTTP+DB weather_decisions / event_days,分岐名は route.ts の if 順に対応,,,,,,,"=IF($W255=""対象"",IFERROR(IF(xlookup($D255,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D255,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S255),$S255),$S255)","=IF($W255=""対象"",IFERROR(IF(xlookup($D255,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D255,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T255),$T255),$T255)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜予約PATCH,PATCH /api/admin/reservations/{id},TC-EX-AR-200T,チーム+予約混在更新,管理者,手順参照,PATCH JSON,200 ok,正常,正常,正常系,P1,リリース前推奨,可,src/app/api/admin/reservations/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W256=""対象"",IFERROR(IF(xlookup($D256,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D256,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S256),$S256),$S256)","=IF($W256=""対象"",IFERROR(IF(xlookup($D256,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D256,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T256),$T256),$T256)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜予約PATCH,PATCH /api/admin/reservations/{id},TC-EX-AR-422CP,contact_name 81文字,管理者,手順参照,PATCH JSON,422 80 文字以内,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/reservations/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W257=""対象"",IFERROR(IF(xlookup($D257,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D257,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S257),$S257),$S257)","=IF($W257=""対象"",IFERROR(IF(xlookup($D257,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D257,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T257),$T257),$T257)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜予約PATCH,PATCH /api/admin/reservations/{id},TC-EX-AR-422EML,メール255文字超,管理者,手順参照,PATCH JSON,422 メールアドレスが長すぎます,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/reservations/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W258=""対象"",IFERROR(IF(xlookup($D258,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D258,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S258),$S258),$S258)","=IF($W258=""対象"",IFERROR(IF(xlookup($D258,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D258,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T258),$T258),$T258)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜予約PATCH,PATCH /api/admin/reservations/{id},TC-EX-AR-422GY,代表学年 7,管理者,手順参照,PATCH JSON,422 1〜6 の整数または null,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/reservations/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W259=""対象"",IFERROR(IF(xlookup($D259,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D259,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S259),$S259),$S259)","=IF($W259=""対象"",IFERROR(IF(xlookup($D259,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D259,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T259),$T259),$T259)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
